transaction_id,customer_id,transaction_date,amount,store_location
0d0e359b-d546-4e0c-8e63-613981d4b1e8,9903fcda-9c3c-4447-83b8-e9f266fbff28,2024-03-06,950.54,Chiang Mai
a5cb872b-72de-4fc0-bbcf-79d30a059017,1a91f473-6bd2-48fb-9ad9-5247d13d4ad0,2022-01-26,2042.31,Phuket
d47bb004-a091-43ac-a0eb-462901157ed4,4782b8db-24f8-4c7f-b184-43d725058fa5,2021-06-13,4746.39,Phuket
af62ecc1-2b43-492a-aa79-727b26be0950,8b0bb68e-7d96-4a1c-90c2-509faed0b9d0,2021-06-11,3585.89,Pattaya
4558a9e1-920f-462b-b798-61a4d46024bd,e4f3230d-6824-4ade-ae20-d61ebca16716,2022-12-31,2903.12,Pattaya
aef36fe4-0f7c-4631-bee7-e1e2516dee2a,d7364ab7-0843-40e9-aae5-5c01c6382609,2023-09-12,1213.84,Chiang Mai
6b784f8f-a8f2-4615-afd8-e893a3d0f388,e7b958b6-1ef7-4b76-879a-20de4b716828,2024-01-31,4868.3,Khon Kaen
0fd85cb5-eec6-4991-97c0-1d782ecaa3d1,b13c83b5-a2cc-4a51-bcce-883251b38b52,2022-06-30,4891.84,Chiang Mai
3b5fd4b0-bf27-42a3-9d79-d70882387888,03767e36-b0bb-4052-98fb-0ef7c7081f82,2022-07-13,1138.13,Khon Kaen
0ad825de-f725-4804-9a64-75c38380b327,c4f36d68-4a42-4892-a201-b1d6dc7675d4,2021-10-29,1172.64,Chiang Mai
eebf208c-4e66-49b9-b860-e7fb3d8eda22,435ee189-eb7c-40f7-9ee2-5b122471e4dc,2021-09-27,3755.38,Khon Kaen
152bd0a0-386f-4388-9261-0d89f9f76146,eca124ef-b8c2-4f0d-b51c-7cb532725f6a,2020-10-04,4224.39,Phuket
27f62b3b-6e21-4a9b-967e-8e46a0b61bde,f1bee92b-49c8-4115-8841-b8ed5d1ec48b,2022-05-11,1634.63,Phuket
fe3417ad-b492-4589-bf54-93427bffd888,7f2bb616-db83-4c86-bc1a-a65fea50f3f8,2024-02-19,1964.3,Bangkok
77691b52-a177-4539-a88b-0269211b8d02,574e7407-f4c4-438a-a38d-f868a02e8355,2021-10-18,1920.24,Phuket
9d95f6ea-ed81-40c8-a86d-396d4cf375d8,a7513edd-2a63-47d2-bcaf-9651ca6a6a2d,2023-09-01,1422.61,Bangkok
4751a330-52cb-491f-99c8-fb71e801aada,e70f8bb9-f3cc-4b59-92f2-f9561ec0d62b,2023-06-24,1877.24,Pattaya
18928e4c-fa16-4abe-b51e-11dceb0523e9,63b97a59-a59d-4435-b79b-ffc23ccd5406,2022-11-24,1273.7,Chiang Mai
f7c23974-6c36-44e8-9ce5-04099ebcc388,ecb93cc3-1f72-4f11-906a-fe06f0440f35,2021-08-15,621.68,Chiang Mai
2d730744-c47a-4a47-962e-be76ef879ba4,34fdf80b-368e-48b4-aca5-f0318b064604,2023-03-18,153.79,Pattaya
bf837516-805a-48b2-8e65-ad1001f93c12,623a52c8-3389-48b8-9fda-c1cdd23fe57c,2021-11-28,2803.29,Bangkok
11c3b544-476e-42bd-b746-d3414c0d6d51,631c50ed-50e5-47a6-ab2a-183ae4736823,2022-10-14,1418.92,Khon Kaen
f2ddfdac-324c-44bb-aedd-09580a3b1979,75afdef7-c0c9-45fe-b807-67523f78444c,2021-04-16,319.89,Phuket
3e00fd2c-54f1-4d6d-93e9-b1ab3344b634,1dc8a09a-04c8-47c7-8bc7-280af176be95,2022-09-06,335.44,Bangkok
e2c07832-09bb-45d4-a85e-b2c8f0314364,9cc2f077-3704-41f7-96a5-83a359d1c74f,2023-06-19,1612.16,Pattaya
981686f1-8ee4-498d-ad92-5844a16ae12f,9903fcda-9c3c-4447-83b8-e9f266fbff28,2024-01-11,1483.77,Phuket
8952c77f-0487-4f02-9213-6523a375e95f,02e8a52a-661a-462e-891b-6353dbc1a955,2022-02-18,1054.93,Phuket
a49d3444-a3e4-4b18-8bff-51209ea607a1,6275100f-eff9-41bc-821f-42ef0b0c05f8,2020-12-29,1843.6,Chiang Mai
e856ca71-9888-40ce-aa1b-f399ffe32168,3bee9cbb-f3e6-4a3b-bc70-48db8eadef0c,2023-04-25,3405.96,Pattaya
6ff8da51-9e02-4f4a-b760-d573edf89f37,56dcaf16-dc4d-4420-9b98-1e380b72faff,2022-10-02,4492.9,Khon Kaen
29e3f70e-7a14-4ee6-b325-13d2836e910b,00cc6c15-a185-447d-9083-705050ea4d69,2021-04-12,2560.67,Chiang Mai
e2ca0079-2b33-466b-b8e4-6c92959a29fb,4d772372-9716-48bc-8051-78d0f2a2e608,2023-09-17,2977.16,Phuket
02b48f72-ab68-4e37-8d8c-6858a354e022,f1bee92b-49c8-4115-8841-b8ed5d1ec48b,2023-08-08,2973.16,Bangkok
99396eaa-3bc1-4186-83cd-2f819d664f79,11cfc481-b0f9-41a3-abc2-c053e555d570,2021-07-11,889.99,Phuket
1b54fbe8-94ff-4f02-af58-6577f3cee12c,148776bf-d084-4d45-b407-15e1b42fccfd,2022-10-29,4437.5,Bangkok
eb8fcaac-dedb-48d2-8911-c6cd9fff283e,4808857c-8dfa-4f2a-bae3-34840785d4d0,2021-04-13,3620.47,Chiang Mai
18c5059f-4ef4-43c0-afc1-e38d8ff89086,a9da0713-4906-45b1-b2aa-6d1d3e281cc8,2024-02-07,3439.15,Chiang Mai
a1334987-29df-4256-94d8-9f43cb5faa84,23aea1a0-46ff-48de-a863-e55fa0ff082d,2022-02-24,3620.92,Khon Kaen
b6912e79-14de-4d98-97c9-37e848b83375,a5a0aae3-2ed5-4698-815f-06d9980a7ad6,2022-11-25,4962.17,Khon Kaen
ab8dd428-6f89-45f2-ad46-21c73c8c260c,836c76ec-5c61-4a3a-ad9d-e571f882a0cc,2022-04-04,2664.11,Pattaya
e2563c68-a64b-474b-8003-e463862ee6a1,38ca6f40-30e4-48d7-9714-01131f289ca1,2024-03-27,3948.22,Pattaya
6125eafa-8dba-42fe-a404-093580654358,11cfc481-b0f9-41a3-abc2-c053e555d570,2023-04-17,1865.55,Phuket
b527d7ea-d7cf-49b0-8904-a02a3adb94ab,a3e7e5ac-c27a-499d-97bf-55134c37e7de,2021-01-28,4464.33,Phuket
792fb3df-fea0-4d8b-af3b-76a9c8245b0c,89ac2efa-0b0f-45bb-abd2-87c10d1f7bc0,2021-07-07,1123.22,Khon Kaen
de1093d8-4b20-40f4-869b-0e1020bfc5d1,4652eb31-5b76-4085-ab87-f211c3638717,2022-10-04,467.49,Chiang Mai
cfb4b7e9-fc99-46cd-977b-6dce3b111833,ca36f413-6333-46c3-9856-8b43a74f2c9d,2022-02-04,3176.17,Phuket
1ee0947a-a58a-4c09-9eb4-b210617a47c8,aa84b6ec-2fb1-4e0a-a622-fa164988f96c,2024-03-06,4043.16,Chiang Mai
c4e91182-7cf3-4913-84ff-b089757b729f,5ee6308e-b9e4-4c6b-a051-e9c50a49283e,2023-10-12,4365.24,Khon Kaen
2c6748d6-aaf6-4aba-8924-7a6b217abe3b,c80c61f3-6f58-462e-8caa-23d4423ac603,2023-10-31,4847.84,Bangkok
1339b4c5-a8ac-4ebd-9348-0c3b6eb97e61,1b9635b4-0ed8-43e2-b2ee-b2fbca7fb755,2024-04-18,561.16,Pattaya
76e76578-32be-4c5a-b628-f2f4add11b31,bfc4fde9-8e0f-4693-a8e4-9cb877625cfc,2020-08-03,4676.87,Chiang Mai
5243cad9-17ac-4b05-b1b2-0855b82a684c,73a64469-f3a2-49ed-98f1-14cbcf13db53,2023-11-05,1472.57,Pattaya
0aa13e2a-9907-4013-be1e-e8fc36f2c83c,c0ccfe67-60e9-4651-9012-456663bfbf1f,2021-10-06,537.22,Chiang Mai
8b9cb657-7efd-4a45-a0ab-0625ac5e0473,d7364ab7-0843-40e9-aae5-5c01c6382609,2021-01-23,3882.51,Pattaya
3e0fbeb7-5072-421e-8234-979811c15ad7,192757b3-4463-48d4-88ec-6fc473ec43cf,2023-09-07,4894.57,Phuket
1f43707d-f3bb-4b5b-ae69-0d18b2bb60ea,f047f599-f1e0-43b3-960a-0a7a3720990c,2024-04-10,4628.39,Bangkok
ecde18eb-bb5a-46ce-bd76-ca4092f96ac6,aab1fb46-f85a-441b-9746-301630c0e676,2020-06-25,2886.79,Bangkok
9f30b94a-53d1-4532-b8cb-18f2d99932ec,5f0725ef-173a-4b3e-b816-825d1786c280,2023-12-01,4309.12,Phuket
d7116df0-945b-4913-87db-8443bb4c8d34,65bf935c-dba2-4b14-badf-df4b001c6cc7,2021-11-15,4299.3,Chiang Mai
fb4919e9-b6aa-4afc-aca7-feee4d2f66f1,ae42df23-7cfd-4f36-b8ff-51df55b1bdae,2023-12-10,1896.99,Khon Kaen
57ad9f8c-0cb9-4d14-9e6a-81953450e197,4808857c-8dfa-4f2a-bae3-34840785d4d0,2024-01-21,1636.86,Bangkok
c99fb69d-9bd7-4717-967a-cf77ec5e3171,0bbdaccc-8184-4a47-bd70-61e3ffc45fb6,2021-04-24,2124.65,Phuket
eabec8e0-808c-4d20-802a-bbb83e5e5460,7763e03b-fb9e-4ed6-b4f3-4d9d963f1d01,2020-07-30,4399.3,Bangkok
1df3f8bc-efcc-47a9-8e63-0d148fd6f04c,8dde053b-93b2-43dc-890a-20a72cc3f36e,2022-08-17,4889.42,Bangkok
1bad6ed2-b52c-4caa-ba2f-13404aa3b216,83624443-51e2-4c04-b4d0-407ead2eaead,2024-02-14,3973.89,Khon Kaen
552e70cf-6dab-481e-8138-9392d457a9c2,56973148-ecee-4b79-b3f9-409580817d77,2023-10-30,857.35,Bangkok
b4bec252-a977-45e8-931f-3e13c3bcadda,11cfc481-b0f9-41a3-abc2-c053e555d570,2022-10-31,1941.53,Khon Kaen
6a6a3743-8baa-4cb6-8a90-159c93556da5,9b64a956-51fa-479b-8797-d9d039229c22,2022-02-16,4283.76,Chiang Mai
9e5fe2cd-890d-41a9-86a8-3aac3c5893be,3391a07e-4128-4d45-80b8-6f32e1e397f6,2022-06-27,4383.38,Bangkok
41131162-f852-4329-88da-0deaf28f1708,cb2df53c-281d-494e-965c-f77fe4af6b90,2021-09-02,2382.8,Khon Kaen
c936e47a-5e7a-4906-b60f-8a7211e8ac70,a401bf17-7623-4613-ac0a-23e101a26847,2023-04-27,4109.62,Bangkok
4f8c0d67-5f93-4d98-a653-7c8d6436d7cc,4bc0cc3c-f45d-4aa0-96d2-68eefe47cbb9,2022-07-19,983.34,Bangkok
9d2e463d-2d68-4a81-99d0-183bd67bfa87,9f845de1-890b-45a9-a2ff-c036a86ea29f,2020-06-11,4801.79,Phuket
d38142f1-4402-4795-9193-88eec5b21e73,23aea1a0-46ff-48de-a863-e55fa0ff082d,2022-08-17,2222.26,Phuket
ddd31179-a760-4550-b0d1-bcc22309094f,a50ac21e-1ac4-4c86-92ab-412074cc4a74,2023-08-14,415.91,Pattaya
d8d64402-26da-4aec-9db1-7834dca90dbc,eca124ef-b8c2-4f0d-b51c-7cb532725f6a,2021-10-24,2482.85,Phuket
d62b4e63-fad7-454b-9955-fe72ec2706a6,853946c8-dcdf-4e0c-8fc1-3e3a15592718,2023-05-11,1464.04,Bangkok
2b289c93-b8bf-4058-8e5d-f09da8f6c2cb,17f8ef0e-2753-4744-92ac-d3a6dfabaa0e,2023-08-31,863.13,Phuket
faa7380c-893d-4bf3-91ca-893c8a8b0904,2643fb32-ba45-49ba-9643-a90fd54dc3f8,2022-11-28,3237.06,Pattaya
8620d1e5-0d86-4a71-b4c9-c2546b1215b4,ca36f413-6333-46c3-9856-8b43a74f2c9d,2023-05-06,253.48,Khon Kaen
997249b2-0e5a-4aae-9346-571d32e87dc8,34f3e5f3-db27-47c1-b4a1-53113512b861,2023-05-03,1963.4,Pattaya
15d391b3-4452-49ba-9a09-a1118c125863,e37d0728-9a23-404d-a383-840c95d2fed0,2021-08-24,2207.54,Phuket
007f7c7e-6f11-4fdf-b779-3ca4a815552f,2cdc3d50-871a-4c12-9ed3-2097eaa0e0eb,2022-11-09,364.98,Bangkok
b2a69fb9-dcef-4ef0-9053-fb2226ea70c4,4808857c-8dfa-4f2a-bae3-34840785d4d0,2020-09-10,3817.22,Phuket
71a740d7-0299-43db-84be-d8b742b0e322,be50e556-bf75-4522-b02b-c2b5757944f4,2023-10-26,1335.15,Chiang Mai
c311ef7a-2e2f-43b4-a11b-460b6e736d54,8155b1c1-d2dd-4efa-ac2a-3305108d3ffd,2022-05-12,794.52,Pattaya
290832bf-3792-4491-a538-b20ccc02d4de,f7271278-858a-4be4-b555-ce0e6b5063c6,2020-07-19,500.37,Phuket
78082de6-904b-4fb5-a541-703da0514149,3a002b16-d455-4668-9489-5bad4ad139c7,2020-05-01,2156.64,Chiang Mai
e3ef43b7-4a6a-452d-a5ad-cab7b8e37490,fa9e257f-b985-4a0c-8829-50d66453e74a,2020-08-07,4476.06,Chiang Mai
16ebccd2-4a28-4d01-94f1-ca17aeb735fa,81190c0a-ed19-42ac-9094-acf33950893d,2023-05-30,363.34,Phuket
5349a09a-9e2c-4038-8d87-40a0d868c89d,a4d66448-b1c6-49b1-bf90-abf666ce981a,2021-12-08,4820.49,Pattaya
6b8e09b4-4a65-44e8-bdb8-38c95d35da37,40c4a9f4-9169-49cd-8ce6-6398c97d2db5,2021-11-15,1073.17,Phuket
4fd64f3f-3c8d-405c-a525-36e7951a7239,8fb0ff1b-277e-455c-a70b-45011a3c7d32,2024-02-09,2429.95,Chiang Mai
d5866d4e-57ce-47e3-b801-aa14e3523a52,c4d16b4c-80c1-4c66-b030-84311e91a03d,2021-09-19,3513.78,Pattaya
794c4ba3-0761-40c2-a9b2-fd67e6e4261b,e32454df-ba55-4b9c-8439-41a1ee31a565,2024-01-30,3495.22,Phuket
aa759773-97b7-4fcf-ad12-1731ac9a57de,435ee189-eb7c-40f7-9ee2-5b122471e4dc,2022-11-12,148.66,Khon Kaen
5ea8f21f-fab4-45c6-8b8f-c6db14bcdb05,480dda00-ed01-45c2-b483-3b7e7d9151f9,2023-02-26,481.26,Khon Kaen
77ee1301-ed42-4659-b451-cf292cb44d5c,da55cacb-6e5a-4a14-9ae6-08aa272c5bef,2021-01-25,808.62,Pattaya
a699a2a8-d321-4b3a-982e-f6e631dcbe0d,40ca0cfb-c0ae-4940-8f29-4e0074cf66aa,2024-02-22,837.48,Phuket
d0bf71ef-57e0-4dac-bc42-e38f2e79a513,449eab94-36c1-4f87-aea1-ac40ce04b02f,2021-11-11,822.68,Pattaya
ab1c463e-c82b-4e52-872d-c445e5e9e8bb,853946c8-dcdf-4e0c-8fc1-3e3a15592718,2024-04-14,3980.88,Phuket
7dfee051-7019-4ec0-8ba8-275ef2ab9c5b,7763e03b-fb9e-4ed6-b4f3-4d9d963f1d01,2022-11-02,2651.39,Bangkok
9bf22904-4965-432b-b292-50612019ad54,47cc28ff-98ed-4c5b-90bc-70582c70fb13,2022-12-23,4722.29,Chiang Mai
2b09dd7a-6d9c-4c2e-9d66-2c1c9fb08668,c527a4ed-2677-47c2-aff2-4c08db851773,2021-11-24,2301.71,Khon Kaen
41b5863a-1e12-42dc-94e4-b72bf4016b8d,aa84b6ec-2fb1-4e0a-a622-fa164988f96c,2021-10-08,278.78,Chiang Mai
a8faccf3-96a6-4e55-9728-2fedac7032fd,5d709ed4-dd45-4c62-828e-30f3a634c424,2020-05-08,3512.59,Chiang Mai
1c93f7ff-7b11-48da-a35f-36f9a98c57e5,58916d52-8b86-4f1f-95da-f4cb09bd94dc,2020-10-22,1950.03,Pattaya
abaa1531-f506-4bab-9a1f-0ec78addb859,fa35b2bc-4478-4846-8a02-8cca60067bb1,2022-11-28,4766.65,Khon Kaen
5cf8850d-66d5-4e19-ab62-405d04064518,9873b7de-a923-4de9-b1a1-673c8efae550,2020-11-16,170.42,Pattaya
ba550d07-69fe-479e-a64c-2098085961ab,b037a004-cf9b-4d6e-a5ca-1f5a1523ea3a,2023-03-06,1579.53,Pattaya
c074691a-869e-4e39-872c-030d8c1d1dba,7ba8cad1-6768-4379-ba1a-420058af364d,2022-05-26,4113.35,Bangkok
b0a7c6c9-47b0-4dd5-9c7e-a5d308d66fb2,b51e61da-867d-44ba-920c-20a1e8830303,2020-10-27,2545.74,Phuket
6830ef3a-f400-4ab7-a586-6e95ce879bb5,26f8de7f-bc50-4ebc-99ef-faba6e94567a,2021-06-22,2110.9,Pattaya
a666575c-122d-4841-bb79-e6222840d52c,341156c2-fe79-4671-9aa5-591e47172573,2021-08-13,2758.09,Khon Kaen
358fcfcc-87a6-4f51-836e-4635323fd899,997d4e70-4d13-4a32-b9af-dca044e5a043,2024-01-28,3848.9,Bangkok
c1f19166-b4e2-4c5d-9c56-7b6bc6ecc730,fdb3d4f8-ff4b-4ba7-a21a-0219d43d742a,2023-01-12,961.49,Phuket
67c0f092-2cad-4d6d-a4e6-d985377b813c,4604bbd6-23c9-4b3a-a88a-3d216f2df529,2021-08-24,966.79,Khon Kaen
b07b3d4f-89a7-4b5d-b3db-adb9af2cbf26,177b59b9-d23b-44b5-a78e-1ed349848eaa,2022-08-30,2759.54,Phuket
eba016ae-a1f6-44d7-ac62-5d92efd1d4dd,25eb0447-655d-46b8-b704-4b448e5856ce,2020-04-29,4240.95,Phuket
92ffe479-f948-4392-8480-845aafeda51a,c527a4ed-2677-47c2-aff2-4c08db851773,2020-07-27,1487.92,Khon Kaen
03384b32-23c6-44e2-a6df-b23a4668f3e8,f7a717c3-cfae-490a-94bd-0d3229c2db18,2023-11-17,4633.16,Bangkok
7c2fa910-cad2-48d9-9f8f-d5bc6fa51b1b,f3ecc10b-9b11-4176-87ea-03bfb48a76a8,2021-10-31,4049.1,Bangkok
d7bb000c-0eff-4c43-ba96-fe23015fe11e,8f98e6c5-a3af-41be-90e5-8c6fb24e4423,2022-05-27,3283.16,Khon Kaen
b446cb72-c72e-4c79-902b-e090c314937f,cf046554-9770-4c5b-bae9-586e8884c36b,2020-12-31,2115.27,Phuket
57769863-bd26-474f-8e9b-6ac881087404,0b85cec2-e859-4d1c-a714-34f11ee634c1,2020-12-30,3783.46,Khon Kaen
40dbbcb1-f0d3-4f03-be8a-117fb6fbf2d2,00cc6c15-a185-447d-9083-705050ea4d69,2022-11-07,3204.27,Khon Kaen
d1541538-3ae5-41b8-886e-31b8443daf2d,acf1c47e-7fc3-4d9a-87a8-c53bcec85ea0,2021-09-06,4048.77,Pattaya
0ea5c609-be7d-43e8-9dc9-1dd86731780f,6c4cd401-6246-4a30-91ba-89e3735e3f92,2020-12-05,2161.14,Chiang Mai
e9247355-f641-4919-9f92-2a43306f0e75,20c6da4e-20b3-49c3-92f9-baf59fdd75e3,2023-01-11,2327.69,Phuket
4d865086-cc8f-4847-9f18-21ad97e963cd,853946c8-dcdf-4e0c-8fc1-3e3a15592718,2021-03-25,1058.25,Phuket
2138335d-2497-4fba-b83c-eea120d5e688,e7936164-a595-4d18-bf01-fe4e67870e53,2021-10-08,709.76,Phuket
30437689-6d92-453a-97ab-bb031f948297,26f8de7f-bc50-4ebc-99ef-faba6e94567a,2023-01-21,4549.17,Phuket
6a7b452f-f649-4c19-bc9b-7103a8505c50,d54dd7f5-37a6-4594-84c9-41f96b118e99,2021-07-17,4704.12,Chiang Mai
f4ba3886-564f-4423-987c-78d888f842de,78147d4c-3895-4408-b9bc-af2777b04656,2022-04-07,1489.66,Pattaya
43819b98-ada6-4de7-b459-13c51d4b3027,a095843a-794f-4861-b383-51a6328be58e,2021-03-24,4208.57,Phuket
c21d4258-4661-43c7-99a7-91ba22c40e50,926828ed-dc53-4e62-9b0b-278c5818ecaf,2020-12-07,1283.62,Phuket
47a61e05-a61b-45ee-a733-6041cbaea35b,b256f224-f201-41ed-95b5-be84470a6df5,2022-11-10,176.1,Chiang Mai
f848c229-1100-4cf2-b747-4fbe25ea36dc,e37d0728-9a23-404d-a383-840c95d2fed0,2023-09-08,1934.59,Khon Kaen
625552e6-b306-46af-b544-541eefbbf970,93ecbc99-eab6-4a1c-94ed-91e0fc9b46ee,2023-12-20,3732.1,Pattaya
b3edbb78-2647-4a11-b6ef-31cf4a38e53e,2dfd2e47-3423-4799-8c27-d1a45637c5b9,2022-04-19,935.01,Khon Kaen
8b444097-31e1-4bd7-aa12-46883dca7780,38acb83a-e346-44f4-a23a-c66d46ab0ea6,2024-02-24,1284.97,Phuket
a49265d4-9e60-4005-8b6e-fc8bdaaa80dc,92f78e48-a1ea-4b92-adea-e306ed46e6da,2021-03-09,3119.71,Phuket
82dc8f65-21d8-4a8f-95b6-4da21cd3f5e2,341156c2-fe79-4671-9aa5-591e47172573,2023-02-22,352.75,Khon Kaen
e4c65f3f-46f9-4d9f-8ec3-3e0dfdebf0df,5d535a2c-357a-4b37-855f-7b12ca4dcc06,2022-03-31,731.47,Phuket
46f1549d-db82-4c4c-b2a2-419a4f29125c,6e3ae1c2-1000-425f-983c-089f7da4323d,2020-05-12,951.21,Pattaya
f9eaf77d-9464-4f5b-a1e8-af114118251c,a5a0aae3-2ed5-4698-815f-06d9980a7ad6,2021-01-22,876.37,Chiang Mai
c7983b1f-702e-4ee0-b547-9955790fd07a,55af0bbc-c6c1-416c-b3db-a7a6592a28ae,2021-12-07,3579.12,Chiang Mai
564144c6-7e5d-4fcf-b059-e56fa81aec7e,d58c80b3-f627-49c3-8b14-9acb5234bc3a,2023-06-09,680.03,Khon Kaen
774bdc7e-2859-443f-ba1b-2d06959ee5fa,372e956d-3bc4-47e7-9fd7-229f8e188f52,2020-07-15,2020.86,Pattaya
34465b86-1254-4d77-b321-998df45517d1,33821cb6-031f-494b-9e62-81d019aab6bb,2024-02-07,2809.24,Pattaya
6b29d955-8d10-4f13-ad9a-a3ed72d954dc,a14f2e82-667f-4eb8-bfb7-d17d867e3f0c,2021-10-28,556.95,Bangkok
70c1fa08-cb2e-4052-a795-5ff8d0d34993,94aad965-9cc1-4731-a895-feaba65a806c,2023-03-30,156.54,Khon Kaen
a7c75786-e1d2-4fb5-8b04-bdba21399f78,38fcfa09-77da-4216-ae5c-c0062e6fac1b,2020-06-03,236.31,Khon Kaen
90f00757-ff82-4376-897e-69b87fd847bc,c1f7bc0d-21fe-4cc2-a0ec-79eaec196b66,2020-08-29,4864.76,Khon Kaen
d6bd24cc-0e09-46c0-b467-7e65db1a290c,57aca210-885e-4542-8b46-4ff689bac8ed,2021-08-16,223.92,Chiang Mai
5e6c7fcd-ed6f-4027-871a-26053e017dda,38ddc75f-07bc-47c2-b2c3-bf881db6cccb,2024-02-18,3208.87,Pattaya
76c76fdc-f58a-4fe5-b8a1-5d2bff1e8379,20b7129a-b275-4561-94bd-4f8e96e625e4,2022-09-21,1274.64,Chiang Mai
9e152c0b-38ba-4df9-b872-9da1da06053c,6cdc58c1-c41a-4169-863c-c8d7b3644194,2023-10-03,1049.76,Chiang Mai
9ab17368-f59a-4300-a9a8-70b174674d17,6275100f-eff9-41bc-821f-42ef0b0c05f8,2024-02-08,3922.14,Phuket
1c36c044-f4a8-4cee-959a-b1918acb632c,fb8de471-e583-4dfd-b7e6-fc9e75cec3ce,2023-04-04,1376.35,Bangkok
c741f348-8561-4054-87dc-7e07a888d56a,b2863351-a069-4e3a-aa71-b2ee0e3f1e78,2023-04-04,506.52,Chiang Mai
355a9fad-6c85-4381-809f-c4f608fe4dc5,69fc46dc-8dd5-4538-9c17-6b0545d1359f,2022-10-19,213.39,Khon Kaen
fb2f7f3e-d57e-4cb2-8c17-c1083b640564,786aaf30-ddd3-49ea-810a-122092a5934d,2023-01-20,606.75,Phuket
28111172-0223-4352-9353-31c80700843e,fdb3d4f8-ff4b-4ba7-a21a-0219d43d742a,2024-04-21,3019.88,Bangkok
c39a3f34-b6f1-4022-8848-e3c7b2a255cc,a10a387f-97d8-47f8-b7ba-cb2fcdb58d7b,2023-03-21,1484.07,Chiang Mai
fa8752db-8a29-4c9e-9046-c017a4667687,42b3f99b-9d31-44d9-9998-61072a469979,2023-01-16,479.17,Pattaya
c6341f2e-f60d-4931-9655-df5daa51366a,e32454df-ba55-4b9c-8439-41a1ee31a565,2024-04-14,4207.75,Phuket
175575fb-ce62-4ad6-a00f-c9cae60d7ce7,00cc6c15-a185-447d-9083-705050ea4d69,2021-04-24,2506.08,Bangkok
