transaction_id,customer_id,transaction_date,amount,platform
597bc76a-b701-48c1-b2e0-51e8c4bc6f9d,54ae4c01-3252-499f-8903-b919d1f7fcff,2020-08-14,3249.7,App
075979e8-64a2-4e1e-8b19-059b193b18f2,00f906de-f6ff-4a15-a18f-1d52ce949bd2,2022-11-11,2444.8,Website
deb69758-430f-4c3d-98cb-6076597bac3a,8e6d6c88-7779-4e50-827d-38df12295a31,2021-01-11,760.78,App
aebb65e5-e680-46de-bdd8-f30745616b5f,1ab4ab8c-6b5e-419a-9240-dfbd62312147,2022-01-31,1537.87,Website
847403b7-a753-4a59-8c27-b96d84253339,b5307089-758d-400a-9a2e-8b52d3afeaff,2020-05-07,1077.4,Website
3a3f4d2e-5cbd-4a93-bce1-9fce55baea3f,4abd4d9a-e8a6-45c8-b1c9-5b3edbfb03cf,2023-02-17,4673.52,App
2f33247d-4f62-493c-a826-c5aebe1d1aef,e62b1556-f882-44cf-bb11-c44cc9154b59,2021-03-15,2760.85,App
ace30500-4e42-4769-888d-976966b59fe4,1ab4ab8c-6b5e-419a-9240-dfbd62312147,2021-12-06,3791.13,Website
3f42f49f-32bb-4e5a-897d-e558f7590ed5,242de072-367e-470f-a496-a1bd3cf1bfb1,2023-04-05,1849.17,Website
cef3b19e-ab5c-43a9-b499-5425d1019d8d,786aaf30-ddd3-49ea-810a-122092a5934d,2023-04-03,3313.08,App
19720014-2577-408e-9db5-4848a18aa8bc,deaa12f1-0e5d-4dcf-b9bc-105ed094e69c,2021-06-13,4016.78,App
e0c51b63-c8ee-417e-bdea-13f92a687b9f,6787511f-aa97-4bc3-ab4e-09716d92e19f,2023-05-22,2060.11,App
b3baee69-93ec-43b2-875b-a91de25d7d39,6f686032-6007-42a0-9699-85078b5439e9,2021-08-14,4786.75,App
ae819942-904f-4b3b-8554-ee95ebb22d77,997d4e70-4d13-4a32-b9af-dca044e5a043,2023-09-04,1015.4,App
e3469d72-0450-4261-a4d9-2687b89dd241,0ec84e97-87a7-4dca-975f-25e84b762217,2023-02-22,4629.12,App
f6f62ea3-0951-4480-9732-9cf84897e73d,3f846198-f2ff-4261-9231-4d12eef38d4e,2021-11-19,504.8,App
642f94e6-f01d-4a74-8f73-a1df0df65377,148776bf-d084-4d45-b407-15e1b42fccfd,2021-05-06,2209.98,Website
98a42d85-a5a5-4c43-acb9-e77e373eb55b,17f8ef0e-2753-4744-92ac-d3a6dfabaa0e,2020-10-03,1539.46,Website
7351ea65-1cb2-4db1-856b-7ec8971f94a6,148776bf-d084-4d45-b407-15e1b42fccfd,2021-02-24,1706.81,App
d9d0d4c7-49de-4546-8868-fdc313e69cd1,da58aa31-00d8-4517-bc85-67549060f7cb,2023-10-15,2284.99,App
38c32be5-8a5e-4aaf-82a8-d19209bf5773,43648b98-137e-4803-a2c2-b77d5b514855,2023-08-25,3479.85,App
403e6e91-5e3e-4c3e-91b4-a93cef121a87,7164eee8-52fa-472c-97b1-7a3a0eda9b09,2023-02-13,307.54,App
49bdd605-ac91-44ae-a83b-6f808a866427,7b253524-222e-48c8-b41f-77c1eeb4b1d8,2023-06-27,4990.94,App
eccf9598-63c1-4faa-8451-ad72574e432e,e31f84c4-b6cd-4452-8a2e-63db5e2461b5,2021-03-01,4902.13,Website
e94bf1dc-7715-425d-be52-65f6bc46c70b,98660dd5-2837-4ecc-b702-6a547838f065,2022-06-20,3388.8,App
40e2fd9d-c64d-4d37-8174-d75bb7c4f6fc,5f0725ef-173a-4b3e-b816-825d1786c280,2021-12-04,2614.12,Website
d98466dd-3281-430f-9f0a-d8ad8f5a1cf0,4808857c-8dfa-4f2a-bae3-34840785d4d0,2022-07-20,252.59,App
ba007883-c60e-4ee3-958f-7889d68af5b9,925894ed-afa4-4b25-b873-4cb9757d1d33,2020-09-15,718.53,Website
2464b7fa-80ca-49fb-a3ea-fb350830dc3b,722955b4-9f05-4703-9a90-8bbbde72af9d,2020-10-23,3261.3,App
8880ce23-4697-4416-b29a-6199051c21af,1b426270-aade-4433-9994-180bc4c63474,2021-01-15,4752.39,Website
990165c7-40cf-4762-ad30-186772a25c02,eca124ef-b8c2-4f0d-b51c-7cb532725f6a,2023-12-06,851.85,App
f9cf36c9-b29e-40ca-a5fe-f5b1e00f50f5,a8b78aaa-48dc-4aac-aca7-b809b7e71dcf,2021-07-25,1917.73,App
c7f92697-bfee-4cab-81fa-8999b90ff588,65e0fe5c-5a69-4147-9dcc-bd8c1df81417,2023-09-24,476.74,Website
84b89029-4850-431c-bb8b-55fd1e21fda2,1c6aaa78-d66d-42ec-946b-ec0d68049952,2024-02-16,1898.05,App
8664d16b-b87c-4823-a5b3-9a7d5456f4a9,f047f599-f1e0-43b3-960a-0a7a3720990c,2020-12-30,1465.58,Website
921c69f0-3c84-4815-8f74-67f8df7e855f,7903f8d9-4415-4835-9564-182573ad0a6d,2023-04-22,3704.81,App
34f3321b-8db9-4688-bb77-08361962fce1,cc332808-4379-478f-9473-b9ad6f1cbf44,2023-05-29,1996.24,Website
c3ad9d75-107d-405d-89b4-251d8749705e,7763e03b-fb9e-4ed6-b4f3-4d9d963f1d01,2023-12-06,3897.33,App
df9e8619-a85a-43e5-9a54-1dfc0175ca25,2cdc3d50-871a-4c12-9ed3-2097eaa0e0eb,2021-12-09,4982.19,App
1188c32c-20d2-4979-9f32-ae7b9f8ed24c,25b0f5b6-a6e0-4e69-be80-a87cc53d840b,2022-10-21,4590.75,App
b5e39802-f2c8-4d7b-8c10-dc51ccec3c21,eb61b744-d17d-421e-afb9-2dcd29294298,2022-03-18,700.92,Website
c6dc47c3-dfd2-4721-bdb0-fb78cb94a276,1e70a5fa-454f-49a0-a669-4492b90bc6a9,2023-03-14,946.02,App
d81fe3b5-1df9-4a5e-8a3b-bf2c778b3d9d,f3ecc10b-9b11-4176-87ea-03bfb48a76a8,2022-08-27,4071.51,App
dfdb2f4f-5563-4d60-a6b0-03a19859470f,a3eb6ba6-b1ea-420c-8d60-485a4d068137,2023-10-01,1802.38,Website
f2da94ac-fbe1-43a3-905f-dec1c4aa5bfe,9b781225-6763-4ad7-9849-d659a1d05a42,2020-05-12,2756.64,App
c26d0610-0955-49f7-8f12-8cb84eae64cf,1ba0a012-805d-4a21-ab07-84dd1eab7222,2022-04-20,871.78,Website
19373410-39cd-4000-aaba-e95575a85c07,a3f0f5a0-c66f-46a3-800f-d6efbdf56dee,2023-10-16,1871.31,Website
92521d6c-a14a-4649-8401-279146cfe5b7,e151faef-82e8-4a4d-b86f-891d9ac882d8,2023-02-25,4927.15,Website
bcd6694e-2610-4752-9aa6-1b08afba956e,f10bb2db-fb4a-4d4a-bf27-46632d199726,2023-06-13,3972.83,Website
9d1ac30e-86a9-4edf-b449-8c70b044b94b,37d32e24-b1ac-4c85-bc5a-08e529923db9,2020-12-16,2814.71,App
2805e9ae-d425-4028-a304-288295676d3f,2e990a60-453c-40be-b58f-48c1187ea640,2021-04-17,4037.94,Website
08edb15a-dfe3-4791-b184-95ded0897b7e,589073f6-69f6-493f-bab9-7a66ca872afc,2022-05-02,4432.81,Website
5df9a056-71a4-4f92-b543-b6787c9740d9,a978d9b0-c346-4a4a-a4d8-c5a04e123a0f,2022-06-10,2050.98,App
9baaaaf5-686f-4d5a-b234-145cd0ba183e,a8f193c8-fac8-48ee-b315-6a0c854d000a,2020-05-01,2112.9,App
96921dec-fb3b-40f7-b836-33cc03d3325f,435ee189-eb7c-40f7-9ee2-5b122471e4dc,2021-08-11,2917.01,Website
4371a4e0-08ad-4085-b23c-0fb42da1454e,aab1fb46-f85a-441b-9746-301630c0e676,2021-09-05,1653.44,Website
40c54e18-00b1-4277-9293-87a64c3cd6aa,47cc28ff-98ed-4c5b-90bc-70582c70fb13,2022-10-26,2382.58,App
3de87529-00a7-4ff9-84af-8c6acaeb6111,c813b54f-4835-4624-bf86-56f99d8f8dbc,2022-09-27,4402.0,Website
91465eeb-e072-42b0-a47e-6a2308f90668,23aea1a0-46ff-48de-a863-e55fa0ff082d,2023-05-26,4834.7,App
cc9c1ad0-ff4f-420d-b8be-3aba2271ce95,7ba8cad1-6768-4379-ba1a-420058af364d,2020-05-16,4562.49,Website
d244bc57-a31d-402b-a543-b14993b7bd29,81190c0a-ed19-42ac-9094-acf33950893d,2022-06-20,708.39,Website
fb9b410a-958c-49f3-8004-4afd3b4dd050,6c1808a7-a0ec-4691-b7d7-fbe85c8b398b,2022-03-03,906.82,App
14d08e93-4494-4080-aeef-361fe52e347d,449eab94-36c1-4f87-aea1-ac40ce04b02f,2021-07-05,3575.73,App
ee0ce30c-4ebf-4c8e-9bb3-d9d5b95ddffa,a8b78aaa-48dc-4aac-aca7-b809b7e71dcf,2021-10-19,4710.43,App
ad08d6c5-9942-4ab8-a49a-4a9f8a8f8810,cbb2ba49-611f-4286-85d5-eb7266703750,2021-08-02,486.41,Website
a03c2151-1145-4acf-8659-020ef5060b72,126d88a5-42b5-41e3-a85f-dbe555e1a2c8,2024-04-23,4786.12,App
b83ee658-2e3b-4c5c-ad05-0865d8111856,f2f6627e-92e8-4c48-ad1e-eefbba71d67b,2022-06-04,3162.61,Website
5005cbd9-a7b6-4718-8088-5cb22754fe98,7ba8cad1-6768-4379-ba1a-420058af364d,2024-03-26,3240.84,Website
3cbbc632-2e14-4687-8bde-3a18358b7009,c304d182-c3ad-4d02-9dd2-41a1b8687584,2020-11-20,3327.79,App
23df4f2b-52b5-4218-95fd-81b10b9e4611,c94a6eeb-fb03-4e10-b54f-4dabf1cb6155,2022-11-13,4627.26,Website
6a8f2f10-0202-4cb7-b46e-bc181400817d,2ab55ba8-ba21-43e8-8cb3-963199b40a64,2021-08-16,4332.53,Website
5c8a0553-b896-4200-9a6a-467273cf807f,1dc8a09a-04c8-47c7-8bc7-280af176be95,2022-10-28,4747.88,App
39d8ad90-8abc-403e-9385-63ca812bc4c8,836c76ec-5c61-4a3a-ad9d-e571f882a0cc,2020-05-28,1132.96,App
10dbb27d-964f-40c6-a433-17128b4e1d76,3877f294-0624-4b24-9c50-0d952c4b3624,2023-04-15,3231.06,App
25fc8309-3637-4ce5-a3e7-03e7b3c5ac17,6787511f-aa97-4bc3-ab4e-09716d92e19f,2021-10-07,3173.1,App
77001a65-cca8-4be2-aa5a-87770256db0b,58f48420-2f05-4dda-848c-16568b5e2fab,2023-12-21,4787.59,App
a7c5eb79-aa53-4fdf-aa0b-79d67e3b94ee,34b68374-9388-428e-97db-ca68781eb602,2020-07-04,4042.97,App
67b43601-e23c-4b4d-b628-58b139e8f440,6cdc58c1-c41a-4169-863c-c8d7b3644194,2021-03-07,2322.37,Website
e3aaff9e-9bf3-410c-bcb0-d554d035955a,6c499a3d-d1db-40f6-96dc-d45be7cf88ab,2022-02-07,2254.07,App
68ac8e3d-ddfe-4cb9-8382-c7017523ee70,c0095719-171a-4486-b887-1e5406b251e0,2024-02-28,1099.71,Website
8765ba68-8373-4099-84bd-7c517e4767ef,fa1c4658-12a0-4e15-bcca-f6a5272fb02e,2021-05-19,4321.28,App
506b23d0-23f0-44d1-8897-91909d7c5bdd,e772a4ad-1782-4ab8-a260-8702985f09b3,2022-09-19,4941.31,App
8c30a12f-2c13-4564-9e29-41359f0bc9ff,b9dec028-508a-40b7-b842-e5d8e0ec8845,2021-10-02,2053.71,App
423ca74e-c97a-4f0b-89cc-2497f423c377,54d9760d-e478-4674-9102-925568877c92,2021-10-27,2852.09,App
7e07773a-135f-4386-ae66-6a7b3139c2d1,631c50ed-50e5-47a6-ab2a-183ae4736823,2023-01-06,2385.72,App
edfa264e-d455-4d7d-9fc2-dde85747b04a,47cc28ff-98ed-4c5b-90bc-70582c70fb13,2023-01-20,1314.8,Website
132eb3b6-638f-4b39-9a84-99be861998d0,5e481a5a-b609-47ec-b380-57824dffc169,2021-01-27,1522.04,App
f4c81c25-7cae-4a2b-874c-d9fd0408b880,45f843fe-4eb8-4f79-83e6-6d149e446113,2021-01-25,3115.35,Website
e8dadc07-0a06-4e6a-84ef-7b12e6506a95,ad6829e2-91f0-4ddb-83d4-ee7f7905b9ba,2021-05-31,4340.01,Website
7bc2fab0-6290-4fa3-8174-03b4ae074d9e,54ae4c01-3252-499f-8903-b919d1f7fcff,2023-04-26,1704.44,App
51d62fda-24e2-43fc-beaf-9c73266ecdb9,033df29a-e50a-4a4f-ad04-f734276f3d52,2021-10-03,3839.29,App
ef1fd1d9-b2b1-4e85-96d1-e3d01986fab6,54d9760d-e478-4674-9102-925568877c92,2020-09-26,2387.39,App
4a6a07b2-8efb-4e77-92bf-08bdcdd5e861,85c7da8b-adab-42f0-80e3-965d127016fc,2021-04-05,213.56,App
ef38d707-0fb4-4469-ac70-1efbe4d75193,d58c80b3-f627-49c3-8b14-9acb5234bc3a,2022-02-11,2340.43,Website
7587b541-eb2b-4fe9-8dab-8951a110e694,c86a5ed8-2cb0-4b27-ab18-1180ecd72059,2023-04-05,2958.39,Website
65f6d3c9-f47c-478d-a1b6-caf232f9a064,5e481a5a-b609-47ec-b380-57824dffc169,2022-05-10,1478.65,App
dcd33018-b04c-4878-b133-0b34b6031c58,242de072-367e-470f-a496-a1bd3cf1bfb1,2021-01-09,2729.78,Website
664770d9-d384-418d-88d2-f01a2314776c,38acb83a-e346-44f4-a23a-c66d46ab0ea6,2021-11-20,756.28,App
24c988c9-67f8-4a6f-8f77-d05f797ab598,6e3ae1c2-1000-425f-983c-089f7da4323d,2021-04-01,1892.31,App
a227d607-24dc-4eab-8845-c804561ebc09,41d1ce39-691a-444f-895e-d80453475e27,2021-12-29,321.69,Website
5a4140ad-bf95-436c-9392-9aa8712bd24c,643619cd-1c47-4053-a055-62851f4090b4,2021-08-17,2852.9,App
96ee3925-7a05-4edd-a439-7d3a2929b14f,8b0bb68e-7d96-4a1c-90c2-509faed0b9d0,2023-12-10,1514.15,App
97ff17ae-8b52-4f8e-8881-527de531f7af,d58c80b3-f627-49c3-8b14-9acb5234bc3a,2023-04-29,2306.74,App
b5913332-6a61-4f41-b26a-00b39e331728,2ab55ba8-ba21-43e8-8cb3-963199b40a64,2021-06-09,4946.54,Website
c91645b1-4aa9-4a2e-b90c-661833636d54,c813b54f-4835-4624-bf86-56f99d8f8dbc,2023-01-09,4877.91,App
2004b726-5ff6-49ba-a73a-1120168e6a94,4604bbd6-23c9-4b3a-a88a-3d216f2df529,2023-12-11,3995.0,App
85261e83-8265-44bf-986c-90e69dbd50eb,e065b719-4553-442d-a5b5-092c07e7d255,2023-05-17,4700.85,Website
9dc69640-aa48-4aab-a73d-500c5aa01d57,480dda00-ed01-45c2-b483-3b7e7d9151f9,2022-10-21,3052.07,App
9a3d7fea-66cd-45d5-9a85-af59e24980ea,02e8a52a-661a-462e-891b-6353dbc1a955,2023-11-06,297.25,Website
0c996780-202d-43ea-b5e7-9a82a0478502,b29fb367-82ed-4931-8834-21bd78011cb3,2022-03-16,3596.6,App
2b8b8d1e-2d78-4669-8631-8226b5da9907,cc332808-4379-478f-9473-b9ad6f1cbf44,2021-01-23,2339.24,Website
1ae7a524-1e2c-4adc-8e5d-1db7e21da4bc,99ed472b-197b-415c-8609-82810d3309a7,2022-12-28,4663.71,App
3d72eb27-6621-4ad0-9158-840d00309951,177b59b9-d23b-44b5-a78e-1ed349848eaa,2023-08-01,2025.48,App
1dab00c7-bc06-447c-be59-ae61c55c50f7,b472a641-f9d5-4373-905e-c2df985e729b,2023-12-13,1748.23,App
829ff7dd-0c6b-47ff-9e0e-52e192d2a932,6458908e-3fc6-4b73-8c64-55abceb4a659,2022-07-05,2858.33,App
e1db04f0-de05-480d-bdda-ac56ed3740f7,e62b1556-f882-44cf-bb11-c44cc9154b59,2021-12-11,181.52,App
da955d3f-38a6-49de-a615-4591d3d70228,926828ed-dc53-4e62-9b0b-278c5818ecaf,2024-03-23,637.06,App
cbdba651-512b-44e4-a453-7d46c3b515a5,a8f0ef1a-475b-44a8-aaa4-28263642cf71,2020-07-11,1607.62,Website
16c85b74-e391-4c0d-bb46-aa6ed3f79a1b,34fdf80b-368e-48b4-aca5-f0318b064604,2020-07-14,2425.49,Website
7485be42-2542-47dc-a965-801e3c36506b,1a7bfa9f-2a45-48bd-8de0-7fc13c344d49,2020-05-15,351.64,App
132c4197-fd33-4790-a5de-cda76f68b4a4,c304d182-c3ad-4d02-9dd2-41a1b8687584,2023-08-06,2668.74,App
71507e05-b95d-4540-a9f0-cd3c1e391e0b,5f1c73db-1778-44f5-8b0d-6f20fc68186f,2021-09-21,4126.14,Website
10863c67-a724-4323-a52e-0b5d0baa4508,b256f224-f201-41ed-95b5-be84470a6df5,2022-05-13,2905.59,Website
1ef72a46-63d9-4d16-8f06-1471ede0dacc,033df29a-e50a-4a4f-ad04-f734276f3d52,2022-10-14,192.79,App
8c188aeb-177d-4041-b106-47872ee4903a,d9e8a52e-3bc5-4349-bc7f-fe55403f28b0,2022-03-08,842.01,Website
ea97305b-5b30-4d14-9780-6c312da8c1ac,e4152f17-1c0a-42ed-b675-fd926340533a,2022-09-28,2558.92,App
185cc6a7-547c-499b-ac1c-e0a941847c46,3a002b16-d455-4668-9489-5bad4ad139c7,2020-08-14,4257.05,Website
88711ff7-4467-4acc-8893-1f47f637d9d7,48fc320d-638a-42af-9acc-9b4089ff951e,2022-12-23,776.6,Website
cb8b5a53-ad2f-41ea-ba66-7f91445cb77e,67aa134d-0ee6-474b-a920-65a4ddf50d7a,2021-06-06,1692.74,App
ffc81e88-34fd-48b3-b723-05fa438539cf,a8f193c8-fac8-48ee-b315-6a0c854d000a,2020-07-06,1946.44,Website
d2e36049-5e1a-42b9-8577-afca09d11011,4589010d-9188-41f6-b3a5-46dda7e8ef54,2023-03-11,4569.41,App
436794c6-5ae7-44f8-a296-65d88955d1c7,17f8ef0e-2753-4744-92ac-d3a6dfabaa0e,2022-10-10,1836.01,App
3d78aadd-e7f7-466c-97d4-bc723d107011,6cd90a8f-ad43-47d1-b438-3a7abfb9db70,2024-01-05,2472.48,Website
339415a3-fcd4-4340-aed3-bf3f6c3c9acf,728deea9-927d-4a7d-9acc-21717bc2ee9d,2024-03-09,2834.62,Website
e8483c62-7022-4b27-ab9f-616456648efd,e8cabae3-07ca-4801-af68-1fb2ca1b237d,2024-02-25,4867.26,App
77cecbbb-27c9-4d2e-8350-9ace7d7967de,fb8de471-e583-4dfd-b7e6-fc9e75cec3ce,2021-02-09,1516.12,Website
24f8196c-7825-4c06-b514-36356e49c523,ac70c493-879a-471f-a6cb-bfce67f9752a,2022-09-07,3554.44,App
10840ceb-f695-4f21-9b7b-c48f014f3a09,8293a065-ae17-4e1f-bd8e-62e7527ba8be,2020-09-25,1809.14,App
d7332b8d-8e3f-414b-8311-671ad368f217,b6af7bda-759b-4ddc-86ab-1dd53415d9d4,2023-09-17,697.18,App
3dbebfcf-21a7-4f8c-8d62-3d9e428a57c4,6f686032-6007-42a0-9699-85078b5439e9,2023-12-11,4902.79,App
005497ae-8eca-42f9-9950-7d340f451570,335a9eef-73d1-41ea-a8eb-e3b94a1f93f8,2021-08-20,3888.02,Website
60561cbe-2910-475d-9598-8f57fdbc74fe,11cfc481-b0f9-41a3-abc2-c053e555d570,2020-08-06,306.13,Website
d18b53db-ac93-4ce6-a55a-a9ebf7a3c50e,09c604ad-b895-4ea7-83ab-5047c76db24b,2022-04-20,4627.65,App
6cc902ed-17b9-48ee-b62e-422a63f3dc40,c3b463e8-783e-4e46-ae90-f26f38294c28,2021-01-13,2447.49,Website
bfc1bd4b-52a4-4817-a8be-33e4674385c7,7f2bb616-db83-4c86-bc1a-a65fea50f3f8,2023-01-04,2739.03,App
42880124-c12a-4208-bf93-27be2dd83dbf,b29fb367-82ed-4931-8834-21bd78011cb3,2021-08-10,635.21,Website
d652f8ce-2969-402f-8323-ca3eac4234b9,597f97a2-9b0d-4618-8504-6f3403fc4b09,2022-03-10,348.75,Website
975b5485-23da-4c4c-9832-0df1a6acba16,49df561a-bf34-491c-9985-9a8c0c29eb87,2020-05-06,1240.9,Website
52b1be18-4e00-44f1-8859-98056a4ea49b,26f8de7f-bc50-4ebc-99ef-faba6e94567a,2021-03-23,1718.44,App
c0663b21-cd2e-4e1a-8c43-6e5f5fecf62c,00cc6c15-a185-447d-9083-705050ea4d69,2023-08-19,3437.84,Website
90ef5034-cfe3-4ea4-902e-61e34dd9b610,5f0e588e-b6b0-4944-ad7b-bedb636a1920,2023-04-19,4826.14,Website
0e0688ba-ccab-4132-90f2-d1c5227d1e60,56dcaf16-dc4d-4420-9b98-1e380b72faff,2021-09-08,3299.17,App
9b1c90c7-9438-4d89-9404-330f1160c2e3,f1bee92b-49c8-4115-8841-b8ed5d1ec48b,2020-05-28,3287.64,App
