point_id,customer_id,points_earned,points_redeemed,transaction_date,channel
711a384e-44f0-4a2d-a006-87b46008db1c,683676db-ec88-4501-acd9-06db99bb3e21,216,66,2023-10-17,Offline
9628ddaa-55d8-4206-b9b0-4d8350dfcb36,fe7c1d44-f8c4-49e2-b208-a7dd515f4bff,230,0,2023-06-06,Online
77803c66-7ed6-4dc7-98de-de3656f39032,403acbbb-132e-4bae-8005-c6b930132ab2,228,0,2023-01-13,Online
ccd8ca6d-4919-440a-85e0-3fc475aa57ad,f9c4d662-3bc4-4966-85d6-c29400639629,425,0,2023-05-28,Online
4648ee6c-beda-4c37-92af-bc673074b289,51ef0616-569a-4bae-8dd1-99b7b0b23aa8,382,294,2021-11-14,Offline
5a25a458-003d-46bb-89db-a3e90be27fb3,d7364ab7-0843-40e9-aae5-5c01c6382609,189,141,2020-08-02,Online
1f3a3210-ffa4-45fa-8a67-32cd6b74006a,a81ed459-f86e-48e1-97b7-e7de50505c03,336,0,2023-06-02,Offline
5fd4a39a-5e9b-49e2-bac0-b9a60fb066e6,c86a5ed8-2cb0-4b27-ab18-1180ecd72059,72,0,2023-03-14,Online
5f0d54be-12b9-461e-8242-512aa5801d76,eb0a7807-932a-4af3-bd48-ba382274daaa,200,33,2022-08-06,Offline
3e596b11-123f-4de6-9419-fbfb4fe975c0,54d9760d-e478-4674-9102-925568877c92,10,0,2022-09-16,Offline
4b207c22-7764-4fe3-ba8a-e1bc7c59be81,43648b98-137e-4803-a2c2-b77d5b514855,171,0,2022-11-27,Offline
d335edcf-97c4-4542-8da6-72acd51ca916,e37d0728-9a23-404d-a383-840c95d2fed0,412,0,2021-03-05,Online
57b72e05-81c1-46bb-a1e6-17fe8dedcd07,e885e0ac-b286-4b81-9f1a-75b8eab2fa85,64,0,2023-02-26,Offline
49383d09-20fe-4be2-be56-44636a536a16,06333c5f-21f6-4acb-8af6-07bc4b0d9d6e,425,181,2023-12-13,Online
f5dbc586-8661-499e-9bcd-2b4321275c33,f0fd1025-746e-4d26-8d63-5e468ca9cf55,476,0,2023-09-23,Online
280bcd91-aa71-454a-a384-dabbdb7cf049,033df29a-e50a-4a4f-ad04-f734276f3d52,316,0,2021-03-22,Offline
6080379f-ab96-4635-a72e-55449edd0aca,c26dea78-2512-42e9-97cf-15b4a602b843,330,0,2022-10-06,Offline
7340f350-e262-4974-9bda-1ed3a34069ef,2ed22381-7233-4720-99b4-8edb1226ac56,182,0,2021-07-07,Online
ae51644b-e166-4e03-b1eb-da73294f2ec8,9d96bb64-9365-4866-ad6c-672f6e4d73c3,436,295,2022-04-04,Offline
614a0bda-0bf2-438a-ba56-a935057ab978,2a11a2cd-5232-4611-bdcc-a8fd63b40d5c,51,32,2023-12-18,Offline
a3cbf07b-3c64-4b1e-9e5b-f7d4473e2cdd,2b34745b-816a-4445-ba34-b0be265a64e3,49,0,2023-09-14,Online
f8e3a106-097e-4e42-8259-c0216f756589,34fdf80b-368e-48b4-aca5-f0318b064604,338,0,2023-05-25,Online
2b6e0fb8-0e7c-4697-9cbd-af7981243f3a,b037a004-cf9b-4d6e-a5ca-1f5a1523ea3a,372,83,2022-01-16,Offline
0238f3ef-b749-4155-8187-bf67c9b2e504,58916d52-8b86-4f1f-95da-f4cb09bd94dc,480,0,2022-12-24,Offline
afb6ba0a-3295-4643-bd71-5bcc98b61ec7,0425607c-99be-4d1d-8df5-2ec77504cf5f,52,0,2021-10-17,Online
004eda69-6e5b-486d-9fab-9e4600053b7c,2ce20ef6-5660-422c-b8f2-d947c3c42f6e,48,0,2022-11-06,Offline
14ff39b2-9a16-42e8-9e36-3e2b8e3948e2,4a7317a2-fe06-4227-bc09-f0b57ed96483,93,0,2022-11-07,Offline
27813030-814f-40bf-83ee-8bde954f24e2,f1bee92b-49c8-4115-8841-b8ed5d1ec48b,31,0,2022-04-18,Online
541c92e7-d9cf-455f-bfe5-cf0b37883a2d,a05c0cc5-e1a8-4ec0-bc39-c6861fca63f6,489,475,2020-08-20,Offline
f520916e-4c76-454b-8220-b9608ea94d06,b68cb75b-6f10-4688-b992-2e712aa372f9,277,178,2021-05-20,Offline
c9f1d394-ed00-4548-a85f-37821d51bcd0,3391a07e-4128-4d45-80b8-6f32e1e397f6,140,0,2022-01-17,Offline
7b67bba6-b39e-4952-a098-b05675510fef,1f1da82b-560e-4399-8664-1ffcd934fe36,64,0,2021-10-14,Offline
20a2c8fd-9cb0-4be6-86f3-55249fc3f3eb,1a7bfa9f-2a45-48bd-8de0-7fc13c344d49,413,0,2022-11-09,Online
bfe83fc7-52ce-4347-9f8b-d5be3198c3ea,3391a07e-4128-4d45-80b8-6f32e1e397f6,342,0,2022-11-26,Offline
d310d69e-c997-4a8d-b580-6f031df4fce3,43de9089-39b6-4677-9136-6ebcf1ba38bd,492,37,2022-08-17,Offline
8463c7cd-256d-437c-981c-ff5305ea6e82,38abc1ca-4f3d-4f0c-98a7-e9146a994b31,354,0,2023-05-23,Online
7e75db32-eee9-49b0-8b77-ea4d235f65a6,81190c0a-ed19-42ac-9094-acf33950893d,293,0,2023-02-17,Online
287ebb34-17f6-4a8d-8bf5-1f40a20b8f48,a3eb6ba6-b1ea-420c-8d60-485a4d068137,287,0,2021-07-01,Online
48b75f05-d582-4593-a5bb-2dd7ec6ee27a,55f91eb3-60d1-45cd-9c1b-8f867f82c4e0,452,0,2021-05-09,Online
eeac8e0a-2ae2-4987-acdc-b94682cb757a,3c51965c-50b2-40de-8ec8-6dfce279c61a,110,0,2020-10-05,Offline
52329ae3-467c-48bb-875d-4e8613898495,acf1c47e-7fc3-4d9a-87a8-c53bcec85ea0,308,260,2023-11-25,Online
59c47efc-73be-4f82-8f76-3f4b8ce2fc1f,e78cb679-31be-46e3-9a69-fa1e4dbda8c4,40,0,2022-10-03,Online
57cacac0-0f3a-4b26-a9f3-e8ae289957e1,58916d52-8b86-4f1f-95da-f4cb09bd94dc,414,145,2022-03-03,Offline
42197ba3-eadd-44af-a173-79fbef015683,cbb2ba49-611f-4286-85d5-eb7266703750,294,0,2022-12-05,Online
9b12ab5a-7c22-490f-b549-6e55c33cb939,c527a4ed-2677-47c2-aff2-4c08db851773,461,298,2020-06-06,Online
87a25c18-9817-4e0e-bb7a-3001fafe27f0,eb100fd0-2fbc-4f23-9440-a9b4386f3e7e,302,0,2020-07-07,Offline
de807584-8e3e-409a-aa8e-48563c49e457,177b59b9-d23b-44b5-a78e-1ed349848eaa,193,7,2021-09-15,Online
ac0e181f-2869-41bb-8278-5ef2fdbce31b,c94a6eeb-fb03-4e10-b54f-4dabf1cb6155,43,0,2021-02-12,Online
56feb506-d697-4874-a86b-18cc751ba524,cc332808-4379-478f-9473-b9ad6f1cbf44,415,0,2024-04-10,Online
91573348-b838-4138-b1c9-aac1e738f15b,20c6da4e-20b3-49c3-92f9-baf59fdd75e3,217,201,2021-06-16,Online
aae96213-5b9d-4b7b-b74c-c515c9716c0c,66ac8e24-ad31-449c-8aa1-83620f887c65,492,0,2022-05-07,Offline
5e548ab0-2180-46e3-b2c0-908169fb6a7a,27ba4ae7-10f4-44d5-bb0d-1c0a9fb33e9b,392,0,2021-06-30,Online
e9d86846-f1bc-4b1d-be13-eabbcb64d34d,031fceed-df17-40ee-91d2-6933343d0806,364,312,2022-02-11,Online
e35d826d-d014-4b30-b680-7c0998b7f85f,e7b958b6-1ef7-4b76-879a-20de4b716828,141,0,2021-03-16,Offline
a6aa7e5a-62c7-4d52-a074-d96cf0795242,2ce20ef6-5660-422c-b8f2-d947c3c42f6e,298,166,2024-04-07,Offline
92d3c708-65a8-4aa5-a1ad-6c100191121d,fa3e3a8a-395a-4a55-accd-2b4747366188,25,0,2020-08-01,Offline
8cb2ac9e-ae7b-4f16-a662-83543f90f68e,26f8de7f-bc50-4ebc-99ef-faba6e94567a,434,0,2022-05-08,Online
656c13c6-fbb6-406d-93ac-87b466d00034,e747a504-ed23-47b6-afba-d3df5db03630,364,233,2023-09-26,Offline
46154494-7942-4998-a58c-8a8f996f4aca,44bc646c-7885-4d00-a810-5072bfbcaed3,231,0,2022-01-24,Offline
ae119a0f-bb22-441a-a8bd-4a67f4c84528,552e0fb1-9147-44ed-9c80-6bb928035a18,302,20,2023-07-14,Online
14ea3ade-2e91-45c3-a109-52e2b4e6421f,da58aa31-00d8-4517-bc85-67549060f7cb,321,0,2021-03-12,Online
f1e3a787-a624-4254-a4f8-451bcb24af55,11cfc481-b0f9-41a3-abc2-c053e555d570,350,0,2022-08-07,Offline
85a58c23-99ca-425d-bb41-0c01334cbf28,031fceed-df17-40ee-91d2-6933343d0806,242,238,2021-12-09,Offline
5974db7c-b9d8-497a-9e77-16c3a31c4109,a249a0d5-e96b-4da0-ad82-958ff5285ccb,101,0,2021-04-25,Offline
466ae368-4f62-4be2-9327-4f4c4ed1a4d5,eca124ef-b8c2-4f0d-b51c-7cb532725f6a,242,103,2023-04-01,Online
64afef74-b46d-4bd0-91ac-0739a42bc241,a7513edd-2a63-47d2-bcaf-9651ca6a6a2d,459,307,2022-01-09,Online
5406ea8c-8a55-4ba5-8f2e-334640ab7f69,a05c0cc5-e1a8-4ec0-bc39-c6861fca63f6,59,25,2023-11-23,Online
b86d46db-b57c-4899-a381-f191d82259a8,62082e63-ccf1-44e2-84e9-c5ad28cd0c37,278,0,2021-07-25,Offline
49008c8e-765d-4a8a-9f27-755d8e02466c,a8f0ef1a-475b-44a8-aaa4-28263642cf71,354,192,2023-12-29,Online
4262d1f7-cc0c-4564-befc-4c1ef03958df,f7b2a385-55c6-4c37-bb74-c15674f18283,78,0,2023-10-28,Offline
1637e96a-52e9-4c76-a70c-017a27dd5a61,63b59bb2-11d0-4122-a372-4ed320ac60da,500,0,2023-01-15,Offline
98920023-1243-4f87-a637-d1dea90167b6,cb7bcd85-7cf9-4601-8d7f-725462157b04,208,35,2022-04-04,Online
a71c909b-2933-4535-be7c-0206c3d1b858,34fdf80b-368e-48b4-aca5-f0318b064604,403,97,2023-11-06,Online
fa82c0a7-a99f-439e-a956-44b5c3f04730,efdc9ce3-3dcc-4a0a-8b29-52f26f7ad7b6,148,102,2021-05-16,Online
37317fe0-6135-4378-aee0-84b36f2ed2e6,b13c83b5-a2cc-4a51-bcce-883251b38b52,73,50,2021-11-20,Online
5ce56939-a444-4be8-9e6f-c9ce757871c3,fe347034-6b27-4a8d-8195-b05c4dad605a,439,254,2023-10-24,Offline
89ad23d1-7c9a-41da-86f1-830f7013a7f0,fd4f7fad-2625-4324-b87e-8dea3fcd025f,32,0,2021-12-29,Offline
b5d6a82e-acc6-4937-8173-91dc53489e28,bcd61313-c6e9-4526-a87b-81ff06ff9170,430,0,2021-05-28,Online
14387304-0d68-4b1e-bd7d-2205c87dd74e,5f1c73db-1778-44f5-8b0d-6f20fc68186f,377,75,2021-04-15,Offline
e498a7e8-50fb-4625-a01b-76f77c7a865a,70f80900-a7d9-413b-a150-0e16d8a5e665,101,25,2024-04-19,Offline
73ca0dfb-08c5-4c27-9e64-0b1d1b2293ae,81190c0a-ed19-42ac-9094-acf33950893d,433,380,2023-06-05,Online
1f32ba82-1089-4752-a082-a18bd95c62b4,1e118bba-abb6-4380-b10e-01ad0b65bc47,10,8,2022-12-02,Offline
8d2d0d29-6879-45d0-9e1b-d9b326aa2342,1e70a5fa-454f-49a0-a669-4492b90bc6a9,317,0,2021-06-24,Online
ff5db267-803e-4376-b8dc-19f6e042ef0a,527a4c87-772b-42e5-a9ee-567ed9d20480,65,0,2021-11-16,Online
0bc896b9-38aa-480a-bf63-21e91149fea3,031fceed-df17-40ee-91d2-6933343d0806,14,10,2020-05-07,Online
1329b40f-2d14-4bb1-81ac-fb7a0a06ab2f,623a52c8-3389-48b8-9fda-c1cdd23fe57c,179,0,2022-01-29,Online
7eff6767-485b-48db-b9b0-889ef4e02475,e4f3230d-6824-4ade-ae20-d61ebca16716,273,139,2023-11-23,Offline
291bf427-7a2d-4dae-9af0-22e20804b1a5,b6af7bda-759b-4ddc-86ab-1dd53415d9d4,18,0,2023-12-11,Online
0406a335-cbf5-4c71-a45f-6f6d449a32fa,6275100f-eff9-41bc-821f-42ef0b0c05f8,134,0,2021-12-25,Online
603087da-276f-45f5-8cdb-7f6ecbbd8c0f,b66a3d96-cc33-4ec5-b0bc-7fab19b199f8,13,0,2023-03-26,Online
895442d9-86e0-44a3-907e-19608445abfa,9f845de1-890b-45a9-a2ff-c036a86ea29f,481,449,2023-07-12,Offline
634af307-e15d-463d-8461-a1c78e60979e,6275100f-eff9-41bc-821f-42ef0b0c05f8,465,0,2022-03-27,Online
f70351e2-0a2b-4a64-8cff-05c7a7ac3d07,2ce20ef6-5660-422c-b8f2-d947c3c42f6e,415,0,2023-04-05,Online
ea1b5797-8ea7-49a3-9efb-a84fe57fb2e8,3156ca1f-25a9-4164-8157-f570e4289ad1,423,275,2023-11-23,Online
fddd6410-988a-40ff-a288-d5bd396a2ea3,27ba4ae7-10f4-44d5-bb0d-1c0a9fb33e9b,145,50,2023-03-31,Offline
1f418d92-6ba2-489b-aeba-ed50eaee441d,8e2a4e2d-3ea6-4d1d-bbf1-513b4f0de71a,312,0,2024-03-01,Offline
13d490aa-1cd2-4b08-a39f-628c4cf54b69,e4632c7e-01ee-4c6c-9112-ace325171d60,33,0,2021-05-05,Online
d1f5a54c-794e-4571-baed-cba5b94545fe,f72f79b5-c3eb-4ffd-809e-d1e2e0b4f5d9,228,0,2021-12-14,Online
c792fb0b-e7ec-4ec4-99ed-aa54d3d55abf,7ba8cad1-6768-4379-ba1a-420058af364d,121,0,2020-07-30,Online
63bab4eb-78a6-4f25-aae5-fb4321522b9b,574e7407-f4c4-438a-a38d-f868a02e8355,344,0,2021-04-22,Offline
56ff922f-29b5-4554-a3c2-b5cd0d9f9c6e,997d4e70-4d13-4a32-b9af-dca044e5a043,87,0,2020-06-26,Offline
cd35cff7-72da-45b2-b08f-4cf86fd30fb0,8e6d6c88-7779-4e50-827d-38df12295a31,186,118,2021-09-22,Online
972fd64b-e866-4bf5-ae24-d4b9a0a4dae2,d58c80b3-f627-49c3-8b14-9acb5234bc3a,357,170,2023-02-15,Offline
0aad79b1-7974-4209-9073-228e746e71f0,786aaf30-ddd3-49ea-810a-122092a5934d,241,72,2024-03-30,Online
c7f33f59-230b-454b-b99c-d3d61d35e813,7ba8cad1-6768-4379-ba1a-420058af364d,223,54,2023-07-16,Online
c640f4de-d6dc-4c2e-871b-eef1fe28a6cc,435ee189-eb7c-40f7-9ee2-5b122471e4dc,110,95,2022-12-20,Online
2a2b95c3-b42e-47cf-a04d-3ffe037df342,c3b463e8-783e-4e46-ae90-f26f38294c28,171,79,2023-09-18,Online
